"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"ARM00087593","LA PLATA, AR","1984-06-22","0.31",,"46",,
"ARM00087593","LA PLATA, AR","1984-06-23","0.00",,"42","54","31"
"ARM00087593","LA PLATA, AR","1984-06-24",,,"48","53",
"ARM00087593","LA PLATA, AR","1984-06-25",,,"51",,
"ARM00087593","LA PLATA, AR","1984-06-26",,,"42",,
"ARM00087593","LA PLATA, AR","1984-06-27",,,"36",,"29"
"ARM00087593","LA PLATA, AR","1984-06-28",,,"45",,"34"
"ARM00087593","LA PLATA, AR","1984-06-29",,,"48",,"39"
"ARM00087593","LA PLATA, AR","1984-06-30",,,"53",,"41"
"ARM00087593","LA PLATA, AR","1984-07-01",,,"59","63",
"ARM00087593","LA PLATA, AR","1984-07-02",,,"58",,
"ARM00087593","LA PLATA, AR","1984-07-03",,,"50","60",
"ARM00087593","LA PLATA, AR","1984-07-04",,,"49","52",
"ARM00087593","LA PLATA, AR","1984-07-05",,,"51",,
"ARM00087593","LA PLATA, AR","1984-07-06","0.94",,"48","54","45"
"ARM00087593","LA PLATA, AR","1984-07-07","0.00",,"45","56","31"
"ARM00087593","LA PLATA, AR","1984-07-08",,,"53",,
"ARM00087593","LA PLATA, AR","1984-07-09",,,"52","58",
"ARM00087593","LA PLATA, AR","1984-07-10",,,"49","53",
"ARM00087593","LA PLATA, AR","1984-07-11",,,"55",,
"ARM00087593","LA PLATA, AR","1984-07-12",,,"45","57","40"
"ARM00087593","LA PLATA, AR","1984-07-14",,,"42",,"31"
"ARM00087593","LA PLATA, AR","1984-07-15",,,"47",,
"ARM00087593","LA PLATA, AR","1984-07-18",,,"51",,
"ARM00087593","LA PLATA, AR","1984-07-19",,,"44","54","43"
"ARM00087593","LA PLATA, AR","1984-07-20",,,"41",,
"ARM00087593","LA PLATA, AR","1984-07-21",,,"40","45",
"ARM00087593","LA PLATA, AR","1984-07-22",,,"42",,"37"
"ARM00087593","LA PLATA, AR","1984-07-23",,,"43",,"30"
"ARM00087593","LA PLATA, AR","1984-07-24",,,"50",,
"ARM00087593","LA PLATA, AR","1984-07-25",,,"39","58","32"
"ARM00087593","LA PLATA, AR","1984-07-26",,,"48",,
"ARM00087593","LA PLATA, AR","1984-07-27",,,"44","53","35"
"ARM00087593","LA PLATA, AR","1984-07-28",,,"38","52","26"
"ARM00087593","LA PLATA, AR","1984-07-29",,,"44",,"34"
"ARM00087593","LA PLATA, AR","1984-07-30",,,"47",,
"ARM00087593","LA PLATA, AR","1984-07-31",,,"51","57","42"
"ARM00087593","LA PLATA, AR","1984-08-02",,,"44",,"31"
"ARM00087593","LA PLATA, AR","1984-08-03",,,"49",,"33"
"ARM00087593","LA PLATA, AR","1984-08-04",,,"54",,
"ARM00087593","LA PLATA, AR","1984-08-05",,,"57",,"41"
"ARM00087593","LA PLATA, AR","1984-08-06",,,"52","68",
"ARM00087593","LA PLATA, AR","1984-08-08",,,"46",,"36"
"ARM00087593","LA PLATA, AR","1984-08-09","0.00",,"49","52","40"
"ARM00087593","LA PLATA, AR","1984-08-10",,,"51",,
"ARM00087593","LA PLATA, AR","1984-08-11","0.24",,"51",,
"ARM00087593","LA PLATA, AR","1984-08-12","0.31",,"48",,
"ARM00087593","LA PLATA, AR","1984-08-13","0.00",,"47",,
"ARM00087593","LA PLATA, AR","1984-08-14",,,"51",,
"ARM00087593","LA PLATA, AR","1984-08-15",,,"44","58","35"
"ARM00087593","LA PLATA, AR","1984-08-16",,,"43","50",
"ARM00087593","LA PLATA, AR","1984-08-17",,,"50",,"45"
"ARM00087593","LA PLATA, AR","1984-08-18",,,"54",,"47"
"ARM00087593","LA PLATA, AR","1984-08-19",,,"57",,"48"
"ARM00087593","LA PLATA, AR","1984-08-20",,,"56",,
"ARM00087593","LA PLATA, AR","1984-08-21",,,"55",,"43"
"ARM00087593","LA PLATA, AR","1984-08-22",,,"52","65","38"
"ARM00087593","LA PLATA, AR","1984-08-23",,,"49",,
"ARM00087593","LA PLATA, AR","1984-08-24",,,"42",,"33"
"ARM00087593","LA PLATA, AR","1984-08-25",,,"44",,
"ARM00087593","LA PLATA, AR","1984-08-26",,,"52",,
"ARM00087593","LA PLATA, AR","1984-08-27",,,"45",,"32"
"ARM00087593","LA PLATA, AR","1984-08-28",,,"50",,"31"
"ARM00087593","LA PLATA, AR","1984-08-29",,,"55",,
"ARM00087593","LA PLATA, AR","1984-08-30",,,"56",,"47"
"ARM00087593","LA PLATA, AR","1984-08-31",,,"57",,"40"
"ARM00087593","LA PLATA, AR","1984-09-01",,,"62",,"42"
"ARM00087593","LA PLATA, AR","1984-09-02","0.00",,"54",,"49"
"ARM00087593","LA PLATA, AR","1984-09-03",,,"58",,
"ARM00087593","LA PLATA, AR","1984-09-04",,,"56",,"53"
"ARM00087593","LA PLATA, AR","1984-09-05",,,"58",,"52"
"ARM00087593","LA PLATA, AR","1984-09-06","0.02",,"60",,"54"
"ARM00087593","LA PLATA, AR","1984-09-07","0.00",,"63",,
"ARM00087593","LA PLATA, AR","1984-09-08",,,"65",,"50"
"ARM00087593","LA PLATA, AR","1984-09-09",,,"55","74","45"
"ARM00087593","LA PLATA, AR","1984-09-10",,,"61",,
"ARM00087593","LA PLATA, AR","1984-09-11",,,"60","69",
"ARM00087593","LA PLATA, AR","1984-09-12",,,"53",,
"ARM00087593","LA PLATA, AR","1984-09-13",,,"55",,
"ARM00087593","LA PLATA, AR","1984-09-14",,,"56","60","52"
"ARM00087593","LA PLATA, AR","1984-09-15",,,"58","59",
"ARM00087593","LA PLATA, AR","1984-09-16","0.00",,"60",,"53"
"ARM00087593","LA PLATA, AR","1984-09-17",,,"60","66","50"
"ARM00087593","LA PLATA, AR","1984-09-18",,,"60","63","57"
"ARM00087593","LA PLATA, AR","1984-09-19",,,"56","64",
"ARM00087593","LA PLATA, AR","1984-09-20",,,"56",,"50"
"ARM00087593","LA PLATA, AR","1984-09-21",,,"49","62",
"ARM00087593","LA PLATA, AR","1984-09-22",,,"49",,"40"
"ARM00087593","LA PLATA, AR","1984-09-23",,,"51","57",
"ARM00087593","LA PLATA, AR","1984-09-24",,,"52","59",
"ARM00087593","LA PLATA, AR","1984-09-25",,,"50",,
"ARM00087593","LA PLATA, AR","1984-09-26","0.02",,"52",,"44"
"ARM00087593","LA PLATA, AR","1984-09-27","0.00",,"54",,
"ARM00087593","LA PLATA, AR","1984-09-28",,,"49",,"41"
"ARM00087593","LA PLATA, AR","1984-09-29",,,"57",,"40"
"ARM00087593","LA PLATA, AR","1984-09-30",,,"64",,"54"
"ARM00087593","LA PLATA, AR","1984-10-06",,,"54",,
"ARM00087593","LA PLATA, AR","1984-10-07",,,"60",,
"ARM00087593","LA PLATA, AR","1984-10-08",,,"56",,
"ARM00087593","LA PLATA, AR","1984-10-14",,,"66",,
"ARM00087593","LA PLATA, AR","1984-10-18",,,"57",,
"ARM00087593","LA PLATA, AR","1984-10-21",,,"63",,
"ARM00087593","LA PLATA, AR","1984-10-24",,,"63",,
"ARM00087593","LA PLATA, AR","1984-10-25",,,"65",,
"ARM00087593","LA PLATA, AR","1984-10-26",,,"60",,
"ARM00087593","LA PLATA, AR","1984-10-27",,,"63",,
"ARM00087593","LA PLATA, AR","1984-10-30",,,"59",,
"ARM00087593","LA PLATA, AR","1984-10-31",,,"63",,
"ARM00087593","LA PLATA, AR","1984-11-01",,,"65",,
"ARM00087593","LA PLATA, AR","1984-11-03",,,"62",,
"ARM00087593","LA PLATA, AR","1984-11-04",,,"58",,
"ARM00087593","LA PLATA, AR","1984-11-05",,,"62",,
"ARM00087593","LA PLATA, AR","1984-11-08",,,"70",,
"ARM00087593","LA PLATA, AR","1984-11-14",,,"63",,
"ARM00087593","LA PLATA, AR","1984-11-19",,,"68",,
"ARM00087593","LA PLATA, AR","1984-11-20",,,"69",,
"ARM00087593","LA PLATA, AR","1984-12-04",,,"76",,
"ARM00087593","LA PLATA, AR","1984-12-05",,,"74",,
"ARM00087593","LA PLATA, AR","1984-12-06",,,"65",,
"ARM00087593","LA PLATA, AR","1984-12-08",,,"62",,
"ARM00087593","LA PLATA, AR","1984-12-09",,,"68",,
"ARM00087593","LA PLATA, AR","1984-12-10",,,"69",,
"ARM00087593","LA PLATA, AR","1984-12-17",,,"63",,
"ARM00087593","LA PLATA, AR","1984-12-18",,,"58",,
"ARM00087593","LA PLATA, AR","1984-12-25",,,"67",,
"ARM00087593","LA PLATA, AR","1984-12-26",,,"66",,
"ARM00087593","LA PLATA, AR","1984-12-27",,,"66",,
"ARM00087593","LA PLATA, AR","1984-12-28",,,"69",,
"ARM00087593","LA PLATA, AR","1984-12-29",,,"76",,
"ARM00087593","LA PLATA, AR","1984-12-30",,,"78",,
"ARM00087593","LA PLATA, AR","1984-12-31",,,"81",,
"ARM00087593","LA PLATA, AR","1985-01-01",,,"69",,
"ARM00087593","LA PLATA, AR","1985-01-02",,,"75",,
"ARM00087593","LA PLATA, AR","1985-01-03",,,"79",,
"ARM00087593","LA PLATA, AR","1985-01-04",,,"79",,
"ARM00087593","LA PLATA, AR","1985-01-06",,,"74",,
"ARM00087593","LA PLATA, AR","1985-01-07",,,"72",,
"ARM00087593","LA PLATA, AR","1985-01-09",,,"83",,
"ARM00087593","LA PLATA, AR","1985-01-11",,,"79",,
"ARM00087593","LA PLATA, AR","1985-01-12",,,"77",,
"ARM00087593","LA PLATA, AR","1985-01-13",,,"74",,
"ARM00087593","LA PLATA, AR","1985-01-15",,,"78",,
"ARM00087593","LA PLATA, AR","1985-01-18",,,"78",,
"ARM00087593","LA PLATA, AR","1985-01-19",,,"77",,
"ARM00087593","LA PLATA, AR","1985-01-21",,,"73",,
"ARM00087593","LA PLATA, AR","1985-01-22",,,"68",,
"ARM00087593","LA PLATA, AR","1985-01-24",,,"73",,
"ARM00087593","LA PLATA, AR","1985-01-25",,,"75",,
"ARM00087593","LA PLATA, AR","1985-01-29",,,"72",,
"ARM00087593","LA PLATA, AR","1985-02-02",,,"75",,
"ARM00087593","LA PLATA, AR","1985-02-03",,,"81",,
"ARM00087593","LA PLATA, AR","1985-02-04",,,"71",,
"ARM00087593","LA PLATA, AR","1985-02-06",,,"82",,
"ARM00087593","LA PLATA, AR","1985-02-07",,,"77",,
"ARM00087593","LA PLATA, AR","1985-02-08",,,"80",,
"ARM00087593","LA PLATA, AR","1985-02-10",,,"74",,
"ARM00087593","LA PLATA, AR","1985-02-13",,,"76",,
"ARM00087593","LA PLATA, AR","1985-02-14",,,"74",,
"ARM00087593","LA PLATA, AR","1985-02-16",,,"69",,
"ARM00087593","LA PLATA, AR","1985-02-17",,,"75",,
"ARM00087593","LA PLATA, AR","1985-02-18",,,"84",,
"ARM00087593","LA PLATA, AR","1985-02-19",,,"82",,
"ARM00087593","LA PLATA, AR","1985-02-20",,,"81",,
"ARM00087593","LA PLATA, AR","1985-02-21",,,"77",,
"ARM00087593","LA PLATA, AR","1985-02-22",,,"75",,
"ARM00087593","LA PLATA, AR","1985-02-23",,,"77",,
"ARM00087593","LA PLATA, AR","1985-02-24",,,"83",,
"ARM00087593","LA PLATA, AR","1985-02-25",,,"75",,
"ARM00087593","LA PLATA, AR","1985-02-27",,,"61",,
"ARM00087593","LA PLATA, AR","1985-02-28",,,"70",,
"ARM00087593","LA PLATA, AR","1985-03-02",,,"79",,
"ARM00087593","LA PLATA, AR","1985-03-03",,,"76",,
"ARM00087593","LA PLATA, AR","1985-03-05",,,"80",,
"ARM00087593","LA PLATA, AR","1985-03-06",,,"80",,
"ARM00087593","LA PLATA, AR","1985-03-07",,,"70",,
"ARM00087593","LA PLATA, AR","1985-03-08",,,"65",,
"ARM00087593","LA PLATA, AR","1985-03-09",,,"66",,
"ARM00087593","LA PLATA, AR","1985-03-10",,,"70",,
"ARM00087593","LA PLATA, AR","1985-03-12",,,"74",,
"ARM00087593","LA PLATA, AR","1985-03-13",,,"73",,
"ARM00087593","LA PLATA, AR","1985-03-14",,,"70",,
"ARM00087593","LA PLATA, AR","1985-03-15",,,"77",,
"ARM00087593","LA PLATA, AR","1985-03-16",,,"74",,
"ARM00087593","LA PLATA, AR","1985-03-17",,,"74",,
"ARM00087593","LA PLATA, AR","1985-03-18",,,"62",,
"ARM00087593","LA PLATA, AR","1985-03-20",,,"64",,
"ARM00087593","LA PLATA, AR","1985-03-21",,,"61",,
"ARM00087593","LA PLATA, AR","1985-03-22",,,"67",,
"ARM00087593","LA PLATA, AR","1985-03-23",,,"65",,
"ARM00087593","LA PLATA, AR","1985-03-24",,,"67",,
"ARM00087593","LA PLATA, AR","1985-03-25",,,"67",,
"ARM00087593","LA PLATA, AR","1985-03-27",,,"64",,
"ARM00087593","LA PLATA, AR","1985-03-28",,,"65",,
"ARM00087593","LA PLATA, AR","1985-03-29",,,"63",,
"ARM00087593","LA PLATA, AR","1985-03-30",,,"67",,
"ARM00087593","LA PLATA, AR","1985-03-31",,,"72",,
"ARM00087593","LA PLATA, AR","1985-04-01",,,"69",,
"ARM00087593","LA PLATA, AR","1985-04-02",,,"71",,
"ARM00087593","LA PLATA, AR","1985-04-03",,,"54",,
"ARM00087593","LA PLATA, AR","1985-04-04",,,"54",,
"ARM00087593","LA PLATA, AR","1985-04-06",,,"61",,
"ARM00087593","LA PLATA, AR","1985-04-11",,,"55",,
"ARM00087593","LA PLATA, AR","1985-04-13",,,"64",,
"ARM00087593","LA PLATA, AR","1985-04-14",,,"65",,
"ARM00087593","LA PLATA, AR","1985-04-15",,,"63",,
"ARM00087593","LA PLATA, AR","1985-04-16",,,"65",,
"ARM00087593","LA PLATA, AR","1985-04-19",,,"63",,
"ARM00087593","LA PLATA, AR","1985-04-20",,,"67",,
"ARM00087593","LA PLATA, AR","1985-04-21",,,"64",,
"ARM00087593","LA PLATA, AR","1985-04-22",,,"63",,
"ARM00087593","LA PLATA, AR","1985-04-23",,,"67",,
"ARM00087593","LA PLATA, AR","1985-04-24",,,"65",,
"ARM00087593","LA PLATA, AR","1985-04-25",,,"65",,
"ARM00087593","LA PLATA, AR","1985-04-26",,,"68",,
"ARM00087593","LA PLATA, AR","1985-04-27",,,"69",,
"ARM00087593","LA PLATA, AR","1985-04-28",,,"54",,
"ARM00087593","LA PLATA, AR","1985-04-29",,,"51",,
"ARM00087593","LA PLATA, AR","1985-04-30",,,"50",,
"ARM00087593","LA PLATA, AR","1985-05-01",,,"49",,
"ARM00087593","LA PLATA, AR","1985-05-02",,,"53",,
"ARM00087593","LA PLATA, AR","1985-05-05",,,"57",,
"ARM00087593","LA PLATA, AR","1985-05-09",,,"60",,
"ARM00087593","LA PLATA, AR","1985-05-11",,,"56",,
"ARM00087593","LA PLATA, AR","1985-05-14",,,"57",,
"ARM00087593","LA PLATA, AR","1985-05-15",,,"62",,
"ARM00087593","LA PLATA, AR","1985-05-16",,,"66",,
"ARM00087593","LA PLATA, AR","1985-05-17",,,"63",,
"ARM00087593","LA PLATA, AR","1985-05-18",,,"57",,
"ARM00087593","LA PLATA, AR","1985-05-20",,,"56",,
"ARM00087593","LA PLATA, AR","1985-05-21",,,"56",,
"ARM00087593","LA PLATA, AR","1985-05-24",,,"60",,
"ARM00087593","LA PLATA, AR","1985-05-25",,,"67",,
"ARM00087593","LA PLATA, AR","1985-05-26",,,"62",,
"ARM00087593","LA PLATA, AR","1985-05-27",,,"55",,
"ARM00087593","LA PLATA, AR","1985-05-28",,,"64",,
"ARM00087593","LA PLATA, AR","1985-05-29",,,"53",,
"ARM00087593","LA PLATA, AR","1985-05-30",,,"55",,
"ARM00087593","LA PLATA, AR","1985-05-31",,,"62",,
"ARM00087593","LA PLATA, AR","1985-06-01",,,"54",,
"ARM00087593","LA PLATA, AR","1985-06-02",,,"46",,
"ARM00087593","LA PLATA, AR","1985-06-03",,,"50",,
"ARM00087593","LA PLATA, AR","1985-06-04",,,"58",,
"ARM00087593","LA PLATA, AR","1985-06-05",,,"49",,
"ARM00087593","LA PLATA, AR","1985-06-06",,,"43",,
"ARM00087593","LA PLATA, AR","1985-06-07",,,"42",,
"ARM00087593","LA PLATA, AR","1985-06-11",,,"53",,
"ARM00087593","LA PLATA, AR","1985-06-14",,,"48",,
"ARM00087593","LA PLATA, AR","1985-06-15",,,"52",,
"ARM00087593","LA PLATA, AR","1985-06-16",,,"52",,
"ARM00087593","LA PLATA, AR","1985-06-17",,,"51",,
"ARM00087593","LA PLATA, AR","1985-06-18",,,"49",,
"ARM00087593","LA PLATA, AR","1985-06-21",,,"55",,
"ARM00087593","LA PLATA, AR","1985-06-22",,,"57",,
"ARM00087593","LA PLATA, AR","1985-06-25",,,"63",,
"ARM00087593","LA PLATA, AR","1985-06-26",,,"62",,
"ARM00087593","LA PLATA, AR","1985-06-28",,,"65",,
"ARM00087593","LA PLATA, AR","1985-06-30",,,"54",,
"ARM00087593","LA PLATA, AR","1985-07-01",,,"47",,
"ARM00087593","LA PLATA, AR","1985-07-03",,,"57",,
"ARM00087593","LA PLATA, AR","1985-07-04",,,"52",,
"ARM00087593","LA PLATA, AR","1985-07-06",,,"43",,
"ARM00087593","LA PLATA, AR","1985-07-07",,,"50",,
"ARM00087593","LA PLATA, AR","1985-07-09",,,"48",,
"ARM00087593","LA PLATA, AR","1985-07-10",,,"41",,
"ARM00087593","LA PLATA, AR","1985-07-19",,,"54",,
"ARM00087593","LA PLATA, AR","1985-07-20",,,"57",,
"ARM00087593","LA PLATA, AR","1985-07-21",,,"53",,
"ARM00087593","LA PLATA, AR","1985-07-22",,,"50",,
"ARM00087593","LA PLATA, AR","1985-07-23",,,"58",,
"ARM00087593","LA PLATA, AR","1985-07-24",,,"58",,
"ARM00087593","LA PLATA, AR","1985-07-26",,,"58",,
"ARM00087593","LA PLATA, AR","1985-07-27",,,"55",,
"ARM00087593","LA PLATA, AR","1985-07-28",,,"50",,
"ARM00087593","LA PLATA, AR","1985-07-30",,,"51",,
"ARM00087593","LA PLATA, AR","1985-07-31",,,"48",,
"ARM00087593","LA PLATA, AR","1985-08-01",,,"53",,
"ARM00087593","LA PLATA, AR","1985-08-03",,,"56",,
"ARM00087593","LA PLATA, AR","1985-08-06",,,"49",,
"ARM00087593","LA PLATA, AR","1985-08-07",,,"46",,
"ARM00087593","LA PLATA, AR","1985-08-08",,,"44",,
"ARM00087593","LA PLATA, AR","1985-08-10",,,"50",,
"ARM00087593","LA PLATA, AR","1985-08-11",,,"51",,
"ARM00087593","LA PLATA, AR","1985-08-12",,,"55",,
"ARM00087593","LA PLATA, AR","1985-08-13",,,"56",,
"ARM00087593","LA PLATA, AR","1985-08-14",,,"61",,
"ARM00087593","LA PLATA, AR","1985-08-15",,,"53",,
"ARM00087593","LA PLATA, AR","1985-08-18",,,"53",,
"ARM00087593","LA PLATA, AR","1985-08-19",,,"52",,
"ARM00087593","LA PLATA, AR","1985-08-20",,,"52",,
"ARM00087593","LA PLATA, AR","1985-08-21",,,"47",,
"ARM00087593","LA PLATA, AR","1985-08-24",,,"53",,
"ARM00087593","LA PLATA, AR","1985-08-25",,,"50",,
"ARM00087593","LA PLATA, AR","1985-08-26",,,"53",,
"ARM00087593","LA PLATA, AR","1985-08-27",,,"61",,
"ARM00087593","LA PLATA, AR","1985-08-30",,,"60",,
"ARM00087593","LA PLATA, AR","1985-08-31",,,"52",,
"ARM00087593","LA PLATA, AR","1985-09-01",,,"44",,
"ARM00087593","LA PLATA, AR","1985-09-02",,,"48",,
"ARM00087593","LA PLATA, AR","1985-09-03",,,"53",,
"ARM00087593","LA PLATA, AR","1985-09-04",,,"59",,
"ARM00087593","LA PLATA, AR","1985-09-07",,,"62",,
"ARM00087593","LA PLATA, AR","1985-09-08",,,"67",,
"ARM00087593","LA PLATA, AR","1985-09-09",,,"61",,
"ARM00087593","LA PLATA, AR","1985-09-10",,,"53",,
"ARM00087593","LA PLATA, AR","1985-09-11",,,"58",,
"ARM00087593","LA PLATA, AR","1985-09-12",,,"63",,
"ARM00087593","LA PLATA, AR","1985-09-14",,,"53",,
"ARM00087593","LA PLATA, AR","1985-09-15",,,"48",,
"ARM00087593","LA PLATA, AR","1985-09-16",,,"49",,
"ARM00087593","LA PLATA, AR","1985-09-19",,,"62",,
"ARM00087593","LA PLATA, AR","1985-09-21",,,"64",,
"ARM00087593","LA PLATA, AR","1985-09-23",,,"54",,
"ARM00087593","LA PLATA, AR","1985-09-24",,,"54",,
"ARM00087593","LA PLATA, AR","1985-09-27",,,"59",,
"ARM00087593","LA PLATA, AR","1985-09-28",,,"61",,
"ARM00087593","LA PLATA, AR","1985-09-30",,,"65",,
"ARM00087593","LA PLATA, AR","1985-10-01",,,"68",,
"ARM00087593","LA PLATA, AR","1985-10-02",,,"72",,
"ARM00087593","LA PLATA, AR","1985-10-03",,,"58",,
"ARM00087593","LA PLATA, AR","1985-10-04",,,"56",,
"ARM00087593","LA PLATA, AR","1985-10-05",,,"60",,
"ARM00087593","LA PLATA, AR","1985-10-07",,,"52",,
"ARM00087593","LA PLATA, AR","1985-10-08",,,"56",,
"ARM00087593","LA PLATA, AR","1985-10-09",,,"56",,
"ARM00087593","LA PLATA, AR","1985-10-10",,,"67",,
"ARM00087593","LA PLATA, AR","1985-10-12",,,"67",,
"ARM00087593","LA PLATA, AR","1985-10-13",,,"67",,
"ARM00087593","LA PLATA, AR","1985-10-15",,,"59",,
"ARM00087593","LA PLATA, AR","1985-10-16",,,"56",,
"ARM00087593","LA PLATA, AR","1985-10-17",,,"56",,
"ARM00087593","LA PLATA, AR","1985-10-19",,,"63",,
"ARM00087593","LA PLATA, AR","1985-10-20",,,"67",,
"ARM00087593","LA PLATA, AR","1985-10-21",,,"63",,
"ARM00087593","LA PLATA, AR","1985-10-22",,,"66",,
"ARM00087593","LA PLATA, AR","1985-10-25",,,"58",,
"ARM00087593","LA PLATA, AR","1985-10-28",,,"66",,
"ARM00087593","LA PLATA, AR","1985-11-01",,,"56",,
"ARM00087593","LA PLATA, AR","1985-11-02",,,"53",,
"ARM00087593","LA PLATA, AR","1985-11-03",,,"58",,
"ARM00087593","LA PLATA, AR","1985-11-05",,,"69",,
"ARM00087593","LA PLATA, AR","1985-11-06",,,"78",,
"ARM00087593","LA PLATA, AR","1985-11-07",,,"80",,
"ARM00087593","LA PLATA, AR","1985-11-09",,,"73",,
"ARM00087593","LA PLATA, AR","1985-11-11",,,"63",,
"ARM00087593","LA PLATA, AR","1985-11-12",,,"67",,
"ARM00087593","LA PLATA, AR","1985-11-16",,,"74",,
"ARM00087593","LA PLATA, AR","1985-11-17",,,"62",,
"ARM00087593","LA PLATA, AR","1985-11-20",,,"67",,
"ARM00087593","LA PLATA, AR","1985-11-22",,,"67",,
"ARM00087593","LA PLATA, AR","1985-11-25",,,"81",,
"ARM00087593","LA PLATA, AR","1985-11-26",,,"64",,
"ARM00087593","LA PLATA, AR","1985-11-27",,,"65",,
"ARM00087593","LA PLATA, AR","1985-11-28",,,"68",,
"ARM00087593","LA PLATA, AR","1985-11-29",,,"75",,
"ARM00087593","LA PLATA, AR","1985-11-30",,,"69",,
"ARM00087593","LA PLATA, AR","1985-12-01",,,"63",,
"ARM00087593","LA PLATA, AR","1985-12-02",,,"63",,
"ARM00087593","LA PLATA, AR","1985-12-03",,,"69",,
"ARM00087593","LA PLATA, AR","1985-12-05",,,"77",,
"ARM00087593","LA PLATA, AR","1985-12-06",,,"70",,
"ARM00087593","LA PLATA, AR","1985-12-07",,,"67",,
"ARM00087593","LA PLATA, AR","1985-12-08",,,"74",,
"ARM00087593","LA PLATA, AR","1985-12-09",,,"73",,
"ARM00087593","LA PLATA, AR","1985-12-10",,,"66",,
"ARM00087593","LA PLATA, AR","1985-12-11",,,"70",,
"ARM00087593","LA PLATA, AR","1985-12-14",,,"76",,
"ARM00087593","LA PLATA, AR","1985-12-15",,,"76",,
"ARM00087593","LA PLATA, AR","1985-12-16",,,"77",,
"ARM00087593","LA PLATA, AR","1985-12-17",,,"77",,
"ARM00087593","LA PLATA, AR","1985-12-18",,,"77",,
"ARM00087593","LA PLATA, AR","1985-12-19",,,"72",,
"ARM00087593","LA PLATA, AR","1985-12-22",,,"66",,
"ARM00087593","LA PLATA, AR","1985-12-23",,,"72",,
"ARM00087593","LA PLATA, AR","1985-12-24",,,"77",,
"ARM00087593","LA PLATA, AR","1985-12-30",,,"79",,
"ARM00087593","LA PLATA, AR","1986-01-05",,,"79",,
"ARM00087593","LA PLATA, AR","1986-01-06",,,"77",,
"ARM00087593","LA PLATA, AR","1986-01-07",,,"83",,
"ARM00087593","LA PLATA, AR","1986-01-10",,,"78",,
"ARM00087593","LA PLATA, AR","1986-01-11",,,"83",,
"ARM00087593","LA PLATA, AR","1986-01-12",,,"75",,
"ARM00087593","LA PLATA, AR","1986-01-13",,,"73",,
"ARM00087593","LA PLATA, AR","1986-01-15",,,"79",,
"ARM00087593","LA PLATA, AR","1986-01-16",,,"68",,
"ARM00087593","LA PLATA, AR","1986-01-18",,,"65",,
"ARM00087593","LA PLATA, AR","1986-01-19",,,"67",,
"ARM00087593","LA PLATA, AR","1986-01-22",,,"85",,
"ARM00087593","LA PLATA, AR","1986-01-23",,,"86",,
"ARM00087593","LA PLATA, AR","1986-01-24",,,"85",,
"ARM00087593","LA PLATA, AR","1986-01-26",,,"74",,
"ARM00087593","LA PLATA, AR","1986-01-27",,,"76",,
"ARM00087593","LA PLATA, AR","1986-01-29",,,"76",,
"ARM00087593","LA PLATA, AR","1986-01-30",,,"79",,
"ARM00087593","LA PLATA, AR","1986-01-31",,,"72",,
"ARM00087593","LA PLATA, AR","1986-02-01",,,"69",,
"ARM00087593","LA PLATA, AR","1986-02-03",,,"75",,
"ARM00087593","LA PLATA, AR","1986-02-05",,,"80",,
"ARM00087593","LA PLATA, AR","1986-02-10",,,"71",,
"ARM00087593","LA PLATA, AR","1986-02-15",,,"74",,
"ARM00087593","LA PLATA, AR","1986-02-17",,,"67",,
"ARM00087593","LA PLATA, AR","1986-02-18",,,"80",,
"ARM00087593","LA PLATA, AR","1986-02-20",,,"69",,
"ARM00087593","LA PLATA, AR","1986-02-21",,,"71",,
"ARM00087593","LA PLATA, AR","1986-02-22",,,"83",,
"ARM00087593","LA PLATA, AR","1986-02-23",,,"82",,
"ARM00087593","LA PLATA, AR","1986-02-24",,,"84",,
"ARM00087593","LA PLATA, AR","1986-02-26",,,"76",,
"ARM00087593","LA PLATA, AR","1986-02-27",,,"70",,
"ARM00087593","LA PLATA, AR","1986-03-01",,,"63",,
"ARM00087593","LA PLATA, AR","1986-03-02",,,"67",,
"ARM00087593","LA PLATA, AR","1986-03-03",,,"64",,
"ARM00087593","LA PLATA, AR","1986-03-04",,,"63",,
"ARM00087593","LA PLATA, AR","1986-03-05",,,"70",,
"ARM00087593","LA PLATA, AR","1986-03-06",,,"69",,
"ARM00087593","LA PLATA, AR","1986-03-08",,,"72",,
"ARM00087593","LA PLATA, AR","1986-03-09",,,"74",,
"ARM00087593","LA PLATA, AR","1986-03-11",,,"65",,
"ARM00087593","LA PLATA, AR","1986-03-13",,,"69",,
"ARM00087593","LA PLATA, AR","1986-03-16",,,"72",,
"ARM00087593","LA PLATA, AR","1986-03-17",,,"72",,
"ARM00087593","LA PLATA, AR","1986-03-19",,,"59",,
"ARM00087593","LA PLATA, AR","1986-03-21",,,"70",,
"ARM00087593","LA PLATA, AR","1986-03-23",,,"70",,
"ARM00087593","LA PLATA, AR","1986-03-24",,,"68",,
"ARM00087593","LA PLATA, AR","1986-03-30",,,"77",,
"ARM00087593","LA PLATA, AR","1986-03-31",,,"70",,
"ARM00087593","LA PLATA, AR","1986-07-08",,,"59",,
"ARM00087593","LA PLATA, AR","1986-08-08",,,"56",,
"ARM00087593","LA PLATA, AR","1986-08-11",,,"44",,
